,Site Name,counts,latitude,longitude
138,MENA Rockmart Facility,1,34.01389,-85.06389
139,Southside Cleaners,1,31.97361,-81.13306
140,Weddington Estate,1,33.76056,-84.505
141,"Concord Fabrics, Inc.",1,33.08722,-83.28472
142,Cork's Fabricare,1,31.22333,-81.47833
143,Pineview Plaza Shopping Center,1,33.58694,-84.47278
144,All Rental,1,33.93361,-84.21889
145,Jack's Cleaners,1,34.04056,-84.4775
146,Rolling Hills Landfill,1,33.61556,-84.41639
147,VIP Cleaners (former),1,33.94139,-84.16417
148,Worth County SR 112 MSWL,1,31.55306,-83.7925
149,Schley County CR 65 MSWL,1,32.24806,-84.23056
150,Paper Mill Road Undeveloped Tract,1,33.9525,-83.96278
151,"Coastal Concrete, Inc.",1,32.08194,-81.12778
152,Hock's One Hour Martinizing/Embassy Cleaners,1,33.92694,-84.49194
153,JNV Investments Group (f.k.a Professional Cleaners),1,33.76278,-84.19528
154,Lincoln County - CR 121/Prater Landfill,1,33.8225,-82.46333
155,"Best Manufacturing Company,Armuchee Div",1,34.36417,-85.16917
156,City of Waycross Blackwell Road Landfill,1,31.195,-82.34806
157,Carriage Cleaners (Former),1,33.85361,-84.38222
158,"DOT Sales and Supplies, Inc.",1,33.66722,-84.03944
159,Avalon Plant,1,34.50694,-83.21889
160,One Hour Martinizing Cleaners (Former),1,33.92389,-84.57278
161,"Rice Iron and Metals, Inc. (Former)",1,30.81889,-83.30528
162,Guardian Automotive Corporation (dba SRG Global Covington),1,33.61278,-83.835
163,Westside Cleaners (former),1,33.935,-84.55667
164,Pilot Wastewater Treatment Plant,1,32.97278,-85.02667
165,Ideal Cleaners,1,33.03944,-85.02778
166,East Coast Asphalt,1,31.22333,-82.36861
167,Noble Cleaners (Former),1,33.97028,-84.53444
168,U.S. Army - Fort Gillem - Southeast Burial Site,1,33.61806,-84.31806
169,New Heritage Cleaners (Former),1,33.94333,-83.99306
170,Shaver's Farm,1,34.79889,-85.3075
171,G. C. Lee Site / Lee Engr & Const,1,30.98833,-82.89667
172,Trane Technologies Co.- Sylvania (fka Ingersoll/Torrington/Timken)),1,32.75806,-81.61917
173,Atlantic Wood Industries (Former),1,32.14583,-81.14917
174,Powersville Landfill - Former NPL Site,1,32.61,-83.79333
175,Henkel Site,1,34.01528,-85.26611
176,CSX Transportation - Waycross Facility,1,31.19889,-82.36833
177,Turner Air Force Base (Former),1,31.58917,-84.08472
178,Brockway Standard - Homerville Plant,1,31.02917,-82.77361
179,Southern Wood Piedmont - Central of Georgia Railroad,1,32.84694,-83.675
180,"Colonial Terminals, Plant #1",1,32.09444,-81.11333
181,General Electric Company,1,34.28139,-85.22333
182,Stevens Industries,1,31.77944,-84.45194
183,General Tire - Aldora Plant,1,33.05306,-84.17694
184,Rockbridge Square Shopping Center,1,33.84139,-84.1325
185,Rummel Fibre Company,1,34.24306,-85.13333
186,General Electric - Apparatus Service Center,1,33.88611,-84.31389
187,"1610 Southland Circle (fka ""Indcon"")",1,33.80167,-84.43333
188,Univar USA Inc.,1,33.91333,-84.22861
189,Southern Wood Piedmont - East Point,1,33.69,-84.44472
190,Travis Field/Savannah International Airport,1,32.11611,-81.19056
191,"U.S. Naval Submarine Base, Kings Bay",1,30.81194,-81.57028
192,Atlanta Gas Light Company - Waycross MGP Site,1,31.19889,-82.37389
193,Alco Controls,1,31.86556,-82.5925
194,Perma-Fix of South Georgia (fka Chemical Conservation of Georgia),1,30.7975,-83.28083
195,Monroe Auto Equipment Company (Tenneco),1,34.35389,-82.94306
196,Union Timber,1,31.02972,-82.76639
197,So Green Waste Pile,1,31.44222,-83.51056
198,Parramore Fertilizer,1,31.44028,-83.5125
199,Ashland Chemical Company,1,33.905,-84.24278
200,Ashland Chemical Company,1,32.08139,-81.13722
201,Macon Naval Ordnance Landfill (Former) - NPL Site,1,32.76917,-83.64694
202,"A.I.D. Company, Div. of Roller Bearing Co. of America.",1,34.87722,-83.38667
203,Atlas Chemical Company,1,33.09611,-82.02306
204,Moultrie Wood Preserving Company,1,31.18139,-83.77194
205,Murrow Brothers Delinting Waste,1,33.77972,-83.425
206,Akzo Coatings (Former),1,31.77056,-82.32917
207,Lyndal Chemical (aka Chemical Processing of Georgia),1,34.79556,-84.96556
208,Griffith Oil Company,1,34.06111,-83.54722
209,Cheatham Road Landfill (Phase 2 Cobb County),1,34.01389,-84.73667
210,Southern States Landfill,1,33.82583,-84.46528
211,Athens-Clarke County - Dunlap Rd (SL) MSWL,1,33.92472,-83.26333
212,Rabun Apparel (formerly Rabun Mills),1,34.95444,-83.37917
213,Walker Road Landfill (formerly 11th Street Landfill),1,32.79889,-83.61056
214,Old Hazlehurst Solid Waste Disposal Site,1,31.90028,-82.59722
215,Allied Industrial Park - NPL Site,1,32.77694,-83.64333
216,Polk County Landfill,1,34.00694,-85.16472
217,"Forstmann & Company, Inc. (TCE spill)",1,32.53472,-82.87972
218,Cedartown Industries - NPL Site,1,34.00889,-85.26444
219,"Apollo Industries, Inc.",1,33.83722,-84.50083
220,General Time Corporation,1,33.98,-83.39389
221,Douglas & Lomason Company,1,33.58361,-85.09417
222,"Loef Company, Inc. (The)",1,33.98167,-83.3425
223,Baldwin County Sanitary Landfill,1,32.96528,-83.33306
224,Hightower Road  MSW Landfill - Phase 2,1,34.32972,-84.25639
225,Morgan County Municipal Solid Waste Landfill,1,33.63194,-83.45306
226,Clayton Co. SR3- Lovejoy Site #2 MSWL,1,33.43861,-84.30667
227,"Hunter Army Airfield, Fire Training Area",1,32.01444,-81.14417
228,"McKenzie Tank Lines, Inc.",1,32.13778,-81.15278
229,Vulcan Performance Chemicals (Former),1,33.81917,-84.50167
230,ARAMARK Uniform Services,1,30.84889,-83.99167
231,Rental Uniform Service of Griffin,1,33.22528,-84.27917
232,"GIW Industries, Inc.",1,33.45694,-82.18806
233,White County - Duke's Creek MSW  Landfill,1,34.66972,-83.76083
234,Macon County SR 49 North MSWL,1,32.36472,-84.01944
235,Dougherty Co. - Fleming Rd. MSW Landfill,1,31.53278,-84.02833
236,Griffin - Shoal Creek Road Landfill,1,33.25278,-84.37583
237,Burke County Landfill,1,33.08,-81.96528
