,Site Name,counts,latitude,longitude
75,Silverstein's Cleaners,2,33.51194,-82.08806
76,"Best Manufacturing Company,Armuchee Div",2,34.36417,-85.16917
77,Rose City Cleaners (Former),2,30.83889,-83.98278
78,"Amrep, Inc. - Cartersville (Former)",2,34.155,-84.79167
79,Westside Cleaners (former),2,33.935,-84.55667
80,CSX Transportation - Savannah (Tremont Road),2,32.06222,-81.14917
81,U.S. Army - Fort Gillem - North Landfill Area,2,33.62917,-84.33333
82,Henkel Site,2,34.01528,-85.26611
83,Brockway Standard - Homerville Plant,2,31.02917,-82.77361
84,Marzone/Chevron - NPL Site OU1,2,31.43028,-83.5025
85,Rummel Fibre Company,2,34.24306,-85.13333
86,Univar USA Inc.,2,33.91333,-84.22861
87,"U.S. Naval Submarine Base, Kings Bay",2,30.81194,-81.57028
88,Alco Controls,2,31.86556,-82.5925
89,Amoco Fabrics & Fibers - Hazlehurst Mills,2,31.86444,-82.59111
90,Ashland Chemical Company,2,33.905,-84.24278
91,139 Brampton Road,2,32.1075,-81.14472
92,Akzo Coatings (Former),2,31.77056,-82.32917
93,University of Georgia - Milledge Avenue Site,2,33.90583,-83.38528
94,Hall County - Allen Creek Sanitary Landfill,2,34.25333,-83.77556
95,Southern States Landfill,2,33.82583,-84.46528
96,Athens-Clarke County - Dunlap Rd (SL) MSWL,2,33.92472,-83.26333
97,Butts County - Brownlee Road Landfill,2,33.27417,-83.96917
98,Old Hazlehurst Solid Waste Disposal Site,2,31.90028,-82.59722
99,T Street Dump,2,31.16556,-81.50833
100,Madison County Sanitary Landfill 2&3 (SL),2,34.09833,-83.20361
101,Stephenson Chemical Company,2,33.62917,-84.46917
102,Fayette County - 1st Manassas Mile Road MSWLF,2,33.43833,-84.47667
103,Habersham County Pea Ridge Road Landfill,2,34.52583,-83.58833
104,Vopak Terminal Savannah,2,32.11667,-81.13333
105,Savannah Dry Cleaners,2,32.03694,-81.08972
106,Roswell Station,2,34.00528,-84.39056
107,Hydro Aluminum,1,31.18,-83.74194
108,Worth County SR 112 MSWL,1,31.55306,-83.7925
109,Paulding County - Gulledge Road MSWL,1,34.02,-84.80083
110,Paper Mill Road Undeveloped Tract,1,33.9525,-83.96278
111,"Coastal Concrete, Inc.",1,32.08194,-81.12778
112,W.F. Taylor Co. Inc.,1,34.68861,-84.98944
113,Spears Mattress Company,1,34.23861,-85.17361
114,"DOT Sales and Supplies, Inc.",1,33.66722,-84.03944
115,Guardian Automotive Corporation (dba SRG Global Covington),1,33.61278,-83.835
116,Piedmont Paints and Primer (Former),1,34.53639,-83.30111
117,CSX Transportation - Waycross Facility,1,31.19889,-82.36833
118,Mt Airy Wood Preserving Company,1,34.53083,-83.47167
119,Merck & Company,1,31.49722,-84.1325
120,"1610 Southland Circle (fka ""Indcon"")",1,33.80167,-84.43333
121,U.S. Marine Corps Logistics Base - NPL Site,1,31.54917,-84.05944
122,Union Timber,1,31.02972,-82.76639
123,Southern States,1,33.38583,-84.29
124,Atlas Chemical Company,1,33.09611,-82.02306
125,Barlow Creosote,1,31.05778,-82.6425
126,McCranie Brothers Wood Preserving,1,31.33694,-83.04194
127,Moultrie Wood Preserving Company,1,31.18139,-83.77194
128,Oil Processing Corp (Former),1,33.18917,-82.39417
129,Griffith Oil Company,1,34.06111,-83.54722
130,Rabun Apparel (formerly Rabun Mills),1,34.95444,-83.37917
131,Ben Hill County - Joshlyn Road MSWL,1,31.74333,-83.20667
132,Cordele-Crisp City-County Landfill,1,31.86528,-83.75167
133,Crymes Landfill,1,33.87194,-84.18528
134,Mathis Brothers - South Marbletop Road Landfill - NPL Site,1,34.79722,-85.37778
135,"Apollo Industries, Inc.",1,33.83722,-84.50083
136,Atlanta Gas Light Company - Griffin MGP Site,1,33.24389,-84.26833
137,"Loef Company, Inc. (The)",1,33.98167,-83.3425
138,Screven County Municipal Solid Waste Landfill,1,32.74444,-81.68361
139,Clayton Co. SR3- Lovejoy Site #2 MSWL,1,33.43861,-84.30667
140,"GIW Industries, Inc.",1,33.45694,-82.18806
141,Mindis Recycling-Shredding Division,1,33.80889,-84.46333
142,White County - Duke's Creek MSW  Landfill,1,34.66972,-83.76083
143,Dougherty Co. - Fleming Rd. MSW Landfill,1,31.53278,-84.02833
144,"Colquitt Co. - CR 15, Sunset, Phase I MSWLF",1,31.09111,-83.84528
145,Chattooga County - Penn Bridge Rd Ph 1 (SL) MSWL,1,34.50583,-85.29639
146,"Ware County-US 82, Waresboro MSWL",1,31.27111,-82.46972
147,Bleckley County Municipal Landfill,1,32.42139,-83.30944
148,Ocilla - SR 32 East MSWL,1,31.59694,-83.14
149,Greene County - US 278 West MSWL,1,33.61417,-83.10222
150,Transco Railcar Facility (Former),1,32.82611,-83.6275
151,Flags Village Shopping Center,1,33.77778,-84.56583
152,Dawson Manufacturing Company,1,31.76667,-84.41944
153,"United Technologies Automotive, Inc.",1,33.45028,-82.53889
154,Georgia Air National Guard/Savannah/Site 8,1,32.12972,-81.18583
155,Brown Steel Contractors - Broad Street Facility,1,33.37333,-84.7975
156,Coastal Plains Treating Company,1,31.43,-83.50389
157,Elbert County Landfill,1,34.135,-82.78083
158,Fulton County Landfill,1,33.66917,-84.56556
159,Liberty County - Limerick Road MSWLF,1,31.84278,-81.39611
160,Tifton - Omega / Eldorado Road MSWLF,1,31.3575,-83.53667
161,Whitfield Co./Dalton-Old Dixie Hwy Phase 2 4 & 5 MSWLF,1,34.65139,-84.95028
162,Wilkinson Co. - Hwy. 57 Public Works Camp MSWLF,1,32.83333,-83.26417
163,Effingham County - SR 17 MSWLF,1,32.30611,-81.40361
164,Turner County - SR 112 Ashburn Phase 3 MSWLF,1,31.73583,-83.575
165,Cairo - 6th Avenue (SL) MSWLF,1,30.88194,-84.22833
166,"Daniel Measurement and Control, Inc.",1,32.48722,-81.72889
167,Unitog Company Facility (Former),1,33.755,-84.55083
168,Lanier County-Studstill Road MSWLF,1,31.06694,-83.07806
169,Vantran Electric,1,32.99139,-82.38556
170,"B & M Wood Products, Inc.",1,31.12694,-82.58306
171,Southside Cleaners,1,31.97361,-81.13306
172,Cork's Fabricare,1,31.22333,-81.47833
173,Lowe's Home Improvement Warehouse,1,33.55083,-84.41389
174,Chase Road Property,1,34.51778,-83.51194
175,Square D Company (Former),1,33.79278,-84.43
