,Site Name,counts,latitude,longitude
40,Southern Wood Piedmont - East Point,8,33.69,-84.44472
41,U.S. Marine Corps Logistics Base - NPL Site,8,31.54917,-84.05944
42,304 N Dudley Street Site,8,32.07472,-84.23833
43,Ashland Chemical Company,8,33.905,-84.24278
44,Clinch County - Smith Road Landfill Phase 1 (SL),8,31.07028,-82.75972
45,Fayette County - 1st Manassas Mile Road MSWLF,8,33.43833,-84.47667
46,Newton County - Lower River Road MSWL,8,33.55139,-83.89528
47,Manchester Tank Company,8,34.01194,-85.27694
48,"Hercules, Inc.",7,32.08806,-81.14778
49,"Specialty Stampings, L.L.C.",7,31.14194,-83.42778
50,"Albany MGP, Former",7,31.58639,-84.14778
51,Langdale Forest Products Corporation,7,30.81722,-83.27667
52,Blackman Uhler Chemical Company,7,33.45083,-81.97917
53,GA Dept of Trans - Dist 4 Main HQ (Former),7,31.51778,-82.85333
54,CSX Transportation - Waycross Facility,7,31.19889,-82.36833
55,Central of GA RR/Bernuth-Lembcke Site,7,32.09528,-81.10917
56,Perma-Fix of South Georgia (fka Chemical Conservation of Georgia),7,30.7975,-83.28083
57,Douglas & Lomason Company,7,33.39167,-84.82278
58,Crymes Landfill,7,33.87194,-84.18528
59,Home Oil,7,31.37778,-84.945
60,Ruby Quarry Asphalt Plant Site,7,32.92361,-83.49556
61,Hunter Army Airfield - MCA Barracks,7,32.02556,-81.13722
62,Legion Industries,7,33.10194,-82.0075
63,Coastal Plains Treating Company,7,31.43,-83.50389
64,"Tronox/Kerr McGee Pigments, Inc. (Former)",7,32.08222,-81.02583
65,Lyndal Chemical (aka Chemical Processing of Georgia),6,34.79556,-84.96556
66,"Apollo Industries, Inc.",6,33.83722,-84.50083
67,Douglas & Lomason Company,6,33.58361,-85.09417
68,Habersham County Pea Ridge Road Landfill,6,34.52583,-83.58833
69,Chem-Am,6,33.06,-84.97194
70,"Concord Fabrics, Inc.",6,33.08722,-83.28472
71,Square D Company (Former),6,33.79278,-84.43
72,Hydro Aluminum,6,31.18,-83.74194
73,Pilot Wastewater Treatment Plant,6,32.97278,-85.02667
74,Tropical Breeze Laundry,6,33.70806,-84.45444
75,"1610 Southland Circle (fka ""Indcon"")",6,33.80167,-84.43333
76,Univar USA Inc.,6,33.91333,-84.22861
77,Alco Controls,6,31.86556,-82.5925
78,Southern States,6,33.38583,-84.29
79,Ashland Chemical Company,6,32.08139,-81.13722
80,McCranie Brothers Wood Preserving,6,31.33694,-83.04194
81,Silverstein's Cleaners,5,33.51194,-82.08806
82,"Best Manufacturing Company,Armuchee Div",5,34.36417,-85.16917
83,Roper Pump Company,5,34.21472,-83.4825
84,Hunter Army Airfield/TCE Plume,5,32.01444,-81.14417
85,Trane Technologies Co.- Sylvania (fka Ingersoll/Torrington/Timken)),5,32.75806,-81.61917
86,Henkel Site,5,34.01528,-85.26611
87,General Electric Company,5,34.28139,-85.22333
88,Rummel Fibre Company,5,34.24306,-85.13333
89,Bonnell Aluminum,5,33.38194,-84.81667
90,Amoco Fabrics & Fibers - Hazlehurst Mills,5,31.86444,-82.59111
91,Union Timber,5,31.02972,-82.76639
92,Moultrie Wood Preserving Company,5,31.18139,-83.77194
93,Akzo Coatings (Former),5,31.77056,-82.32917
94,Cheatham Road Landfill (Phase 2 Cobb County),5,34.01389,-84.73667
95,Miller Bottom Road Landfill,5,33.74222,-83.92583
96,Butts County - Brownlee Road Landfill,5,33.27417,-83.96917
97,Coweta County Landfill - Ishman Ballard Rd Phase 1A,5,33.36889,-84.85667
98,Old Hazlehurst Solid Waste Disposal Site,5,31.90028,-82.59722
99,Atlanta Gas Light Company - Griffin MGP Site,5,33.24389,-84.26833
100,General Time Corporation,5,33.98,-83.39389
101,Madison County Sanitary Landfill 2&3 (SL),5,34.09833,-83.20361
102,"AMC International, Inc.",5,34.70778,-84.955
103,White County - Duke's Creek MSW  Landfill,5,34.66972,-83.76083
104,"Forsyth, Old Brent Rd. MSWL",5,33.01861,-83.95611
105,Dawson Manufacturing Company,5,31.76667,-84.41944
106,Liberty Oil and Refining,5,31.13139,-83.705
107,Cherokee County - Blalock Road Landfill,5,34.14889,-84.48389
108,Franklin County - Harrison Bridge Road MSWLF,5,34.34194,-83.22806
109,Fulton County Landfill,5,33.66917,-84.56556
110,Hart County Landfill,5,34.31389,-82.93917
111,West Asbury Road Phase II MSWL,5,33.43222,-84.17028
112,"Upson County - Zorn Street Phase 2, 3 MSWLF",5,32.86361,-84.32444
113,Buford - McEver Road MSWLF,5,34.12833,-84.01639
114,GA DOT Jesup District Office Complex,5,31.595,-81.86778
115,All Rental,5,33.93361,-84.21889
116,Chase Road Property,5,34.51778,-83.51194
117,Wayne County - Goose Creek Phase 1 MSWLF,4,31.66444,-81.91556
118,Wilkinson Co. - Hwy. 57 Public Works Camp MSWLF,4,32.83333,-83.26417
119,Candler County S.R. 121 Metter # 021-001D(SL),4,32.45556,-82.06472
120,Effingham County - SR 17 MSWLF,4,32.30611,-81.40361
121,Sugar Hill - Appling Road MSWLF,4,34.12083,-84.03778
122,National Smelting and Refining,4,33.79278,-84.40194
123,"O'Neill Manufacturing, Inc.",4,34.26944,-85.15556
124,Unitog Company Facility (Former),4,33.755,-84.55083
125,Lanier County-Studstill Road MSWLF,4,31.06694,-83.07806
126,Lanier Plaza Shopping Center,4,31.15917,-81.47917
127,"B & M Wood Products, Inc.",4,31.12694,-82.58306
128,Paulding County - Gulledge Road MSWL,4,34.02,-84.80083
129,W.F. Taylor Co. Inc.,4,34.68861,-84.98944
130,"Rice Iron and Metals, Inc. (Former)",4,30.81889,-83.30528
131,Westside Cleaners (former),4,33.935,-84.55667
132,CSX Transportation - Middleton Derailment,4,34.09778,-82.76861
133,"U.S. Naval Submarine Base, Kings Bay",4,30.81194,-81.57028
134,A&D Barrel & Drum Company,4,33.77361,-84.40833
135,Atlas Chemical Company,4,33.09611,-82.02306
136,Barlow Creosote,4,31.05778,-82.6425
137,Oil Processing Corp (Former),4,33.18917,-82.39417
138,Griffith Oil Company,4,34.06111,-83.54722
139,Southern States Landfill,4,33.82583,-84.46528
140,Rabun Apparel (formerly Rabun Mills),4,34.95444,-83.37917
141,"CPI Plastics, L.L.C.",4,33.34306,-84.79361
142,"Loef Company, Inc. (The)",4,33.98167,-83.3425
143,Screven County Municipal Solid Waste Landfill,4,32.74444,-81.68361
144,"GIW Industries, Inc.",4,33.45694,-82.18806
145,Dougherty Co. - Fleming Rd. MSW Landfill,4,31.53278,-84.02833
146,"Colquitt Co. - CR 15, Sunset, Phase I MSWLF",4,31.09111,-83.84528
147,"Washington County Landfill-Kaolin Road, Site #2",4,32.95583,-82.83528
148,Bleckley County Municipal Landfill,4,32.42139,-83.30944
149,Ocilla - SR 32 East MSWL,4,31.59694,-83.14
150,Brown Steel Contractors - Broad Street Facility,4,33.37333,-84.7975
151,Del Cook Lumber Company,4,31.12806,-83.42833
152,Carroll County / Carrollton SR 166 LF,4,33.55111,-85.15361
153,Columbia County - Baker Place Road MSWLF,4,33.48917,-82.22889
154,Button Gwinnett Landfill,3,33.92333,-84.04639
155,T Street Dump,3,31.16556,-81.50833
156,"Polychem, LTD",3,34.84361,-84.98028
157,Morgan County Municipal Solid Waste Landfill,3,33.63194,-83.45306
158,"McKenzie Tank Lines, Inc.",3,32.13778,-81.15278
159,Stephenson Chemical Company,3,33.62917,-84.46917
160,Burke County Landfill,3,33.08,-81.96528
161,Chattooga County - Penn Bridge Rd Ph 1 (SL) MSWL,3,34.50583,-85.29639
162,Houser's Mill Road MSWLF,3,32.57167,-83.76056
163,"Stephens County SR 145, Phases 2 & 3 MSWL",3,34.54028,-83.30917
164,Wilkes County-CR 40 MSWL,3,33.69528,-82.73778
165,Vopak Terminal Savannah,3,32.11667,-81.13333
166,Parker Hannifin Corp./Abex NWL Div.,3,32.51639,-82.94444
167,Greene County - US 278 West MSWL,3,33.61417,-83.10222
168,"Jackson County - SR 82 North, Phase II MSWL",3,34.145,-83.55056
169,Rabun Co. - Eastman Mountain Road Landfill,3,34.80972,-83.40972
170,Savannah Dry Cleaners,3,32.03694,-81.08972
171,Transco Railcar Facility (Former),3,32.82611,-83.6275
172,Flags Village Shopping Center,3,33.77778,-84.56583
173,Roswell Station,3,34.00528,-84.39056
174,"United Technologies Automotive, Inc.",3,33.45028,-82.53889
175,"Southern Motors of Savannah, Inc.",3,31.98972,-81.12972
176,Elbert County Landfill,3,34.135,-82.78083
177,Liberty County - Limerick Road MSWLF,3,31.84278,-81.39611
178,Mitchell County - SR 3A MSWLF,3,31.16861,-84.16917
179,Whitfield Co./Dalton-Old Dixie Hwy Phase 2 4 & 5 MSWLF,3,34.65139,-84.95028
180,Turner County - SR 112 Ashburn Phase 3 MSWLF,3,31.73583,-83.575
181,Crawford County - SR 341 / Hopewell Road MSWLF,3,32.77389,-83.99944
182,Cairo - 6th Avenue (SL) MSWLF,3,30.88194,-84.22833
183,Atlantic Cotton Mills,3,32.84194,-83.65694
184,"Daniel Measurement and Control, Inc.",3,32.48722,-81.72889
185,Walton County Landfill,3,33.835,-83.75
186,"Pennington Seed, Inc. Warehouse (Former)",3,32.21083,-82.39
187,Lowe's Home Improvement Warehouse,3,33.55083,-84.41389
188,Rolling Hills Landfill,3,33.61556,-84.41639
189,Richmond County - Dean's Bridge Road,3,33.35,-82.13694
190,Worth County SR 112 MSWL,3,31.55306,-83.7925
191,Walker County Marble Top Road MSWL,3,34.83528,-85.365
192,Schley County CR 65 MSWL,3,32.24806,-84.23056
193,Lincoln County - CR 121/Prater Landfill,3,33.8225,-82.46333
194,Rose City Cleaners (Former),3,30.83889,-83.98278
195,Guardian Automotive Corporation (dba SRG Global Covington),3,33.61278,-83.835
196,U.S. Army - Fort Gillem - Southeast Burial Site,3,33.61806,-84.31806
197,Turner Air Force Base (Former),3,31.58917,-84.08472
198,American Linen Supply Company (former),3,33.86611,-83.41389
199,Marzone/Chevron - NPL Site OU1,3,31.43028,-83.5025
200,Firestone Tire & Rubber Co. (Albany Plant)-NPL Site,3,31.56833,-84.05611
201,Woolfolk Chemical Works - NPL Site,3,32.55083,-83.88444
202,Merck & Company,3,31.49722,-84.1325
203,PPG Industries (former),3,32.46139,-83.76444
204,Scripto Plant & Office Complex (Former),3,33.75833,-84.37306
205,Monroe Auto Equipment Company (Tenneco),3,34.35389,-82.94306
206,"Stewart County Landfill, CR 145 S Ph 2 (SL)",2,32.0375,-84.77722
207,Calhoun County SR 45 Morgan (SL),2,31.535,-84.65
208,Harris County Hamilton Road E MSWL,2,32.74444,-84.81278
209,"Coastal Concrete, Inc.",2,32.08194,-81.12778
210,Glynco Naval Air Station (Cotton Court Property),2,31.25194,-81.45222
211,"DOT Sales and Supplies, Inc.",2,33.66722,-84.03944
212,Brown and Brown Wrecker Service,2,33.89833,-84.285
213,US Cleaners,2,34.06833,-84.52056
214,Milliken & Company,2,34.54639,-83.40139
215,Stevens Industries,2,31.77944,-84.45194
216,General Tire - Aldora Plant,2,33.05306,-84.17694
217,Speedway SR 324 Landfill,2,33.96889,-83.77333
218,4th Street Landfill (Brunswick Airport),2,31.18583,-81.47722
219,Cordele-Crisp City-County Landfill,2,31.86528,-83.75167
220,"Forstmann & Company, Inc. (TCE spill)",2,32.53472,-82.87972
221,Mathis Brothers - South Marbletop Road Landfill - NPL Site,2,34.79722,-85.37778
222,Laurens County Municipal Solid Waste Landfill,2,32.56083,-82.99306
223,Spalding County - Yamacraw Road MSWL,2,33.2575,-84.15944
224,Lowndes County-State Road 31 MSWL,2,30.67639,-83.3225
225,"Ware County-US 82, Waresboro MSWL",2,31.27111,-82.46972
226,LaGrange - Municipal Solid Waste Landfill,2,33.0475,-84.95583
227,Calhoun - Harris Rd. Phase 4 (L),2,34.49167,-84.99361
228,Orkin Pest Control,2,32.46278,-84.93
229,Lumpkin Co. - Barlow  Rd. MSWL,2,34.52444,-83.99917
230,Circle K Store #5259,2,33.96472,-84.41472
231,Georgia Air National Guard/Savannah/Site 8,2,32.12972,-81.18583
232,Cherokee Shopping Center,2,33.44,-82.02389
233,Berrien County Landfill,2,31.12778,-83.23861
234,Quitman - SR 333 Landfill,2,30.75194,-83.5475
235,Douglas County Landfill - Cedar Mt/Worthan Rd Phase 1,2,33.76556,-84.81083
236,Blakely - Howell Street / Pit Road MSWLF,2,31.40056,-84.92889
237,Fannin County Landfill,2,34.89861,-84.34972
238,Haralson County Landfill (US 78 Bremen),2,33.69917,-85.22944
239,Lee County - SR 32 MSWLF,2,31.73306,-84.12028
240,McIntosh County - King Road MSWLF,2,31.51333,-81.4825
241,Tifton - Omega / Eldorado Road MSWLF,2,31.3575,-83.53667
242,Durand MSW Landfill,2,32.96583,-84.78056
243,Sumter County Landfill,2,32.06528,-84.27778
244,Ram Leather Care,2,33.66583,-84.03694
245,MENA Rockmart Facility,2,34.01389,-85.06389
246,"Polymer Specialties, Inc.",2,34.98111,-85.435
247,"Amercord, Inc.",2,31.92444,-82.68278
248,Southside Cleaners,2,31.97361,-81.13306
249,Pickens Co.  - Jones Mountain Road Westside MSWLF,1,34.54167,-84.47528
250,Terrell County - U. S. 82 MSWLF,1,31.74139,-84.41944
251,Towns County - SR 288 MSWLF,1,34.92722,-83.74639
252,Junction Cleaners,1,34.015,-84.49528
253,Union County MSW Landfill,1,34.89333,-83.95972
254,Alma - Radio Station Road MSWLF,1,31.52028,-82.43472
255,Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF,1,32.68194,-82.71
256,Taylor's Dry Cleaning (assoc. with Peach Orchard NPL),1,33.42028,-82.01944
257,Klemic Property / Augusta Ordnance Depot (Former),1,33.46,-82.00194
258,Vantran Electric,1,32.99139,-82.38556
259,Cork's Fabricare,1,31.22333,-81.47833
260,Jack's Cleaners,1,34.04056,-84.4775
261,Ben Hill County - Joshlyn Road MSWL,1,31.74333,-83.20667
262,Polk County Landfill,1,34.00694,-85.16472
263,Palmetto Tire Fire,1,33.51,-84.72472
264,Cedartown Industries - NPL Site,1,34.00889,-85.26444
265,Bumper Distributors of Atlanta,1,33.74333,-84.40889
266,Goldberg Brothers,1,33.43861,-81.99389
267,"Truman Parkway, Phase II",1,32.06944,-81.07472
268,Hightower Road  MSW Landfill - Phase 2,1,34.32972,-84.25639
269,Statesboro/Bulloch County Lakeview Rd. Landfill,1,32.48083,-81.78972
270,Clayton Co. SR3- Lovejoy Site #2 MSWL,1,33.43861,-84.30667
271,"Hunter Army Airfield, Fire Training Area",1,32.01444,-81.14417
272,Hoxsie's Cleaners (Former),1,32.07167,-84.23222
273,Mindis Recycling-Shredding Division,1,33.80889,-84.46333
274,Macon County SR 49 North MSWL,1,32.36472,-84.01944
275,Griffin - Shoal Creek Road Landfill,1,33.25278,-84.37583
276,Barnesville-Goggins Road MSWL,1,33.06583,-84.13778
277,North Park Pavilion Shopping Center,1,33.9025,-84.48167
278,RentRite Property,1,33.77278,-84.52639
279,Louisiana Pacific Corp. - Statesboro,1,32.41972,-81.80417
280,"STSE, Inc.",1,31.17472,-81.49111
281,Bryan County - US 280 Mill Creek MSWLF,1,32.15333,-81.50972
282,Camden County Vacuna Road LF,1,30.78111,-81.69
283,Coffee County Landfill,1,31.5725,-82.89556
284,Dawson County Shoal Hole Road MSWL,1,34.43861,-84.11972
285,Lamar County - Grove Street Extension MSWLF,1,33.08583,-84.20833
286,Floyd County - Berryhill Road Sanitary Landfill,1,34.30889,-85.27778
287,Randolph County Brooksville Road Ph 1 MSWL,1,31.79611,-84.75056
288,Decatur County SR 309 MSWL,1,30.83694,-84.56778
289,Paper Mill Road Undeveloped Tract,1,33.9525,-83.96278
290,Proctor Square Cleaners,1,34.00083,-84.14278
291,431 Vine Street (assoc. with Westside Lead NPL Site),1,33.76639,-84.40722
292,City of Waycross Blackwell Road Landfill,1,31.195,-82.34806
293,Spears Mattress Company,1,34.23861,-85.17361
294,110 North Main Street,1,31.18139,-83.78861
295,Avalon Plant,1,34.50694,-83.21889
296,Joy Dry Cleaners/Lee's Shopping Center,1,31.82667,-81.61972
297,Pike County - County Farm Road MSWL,1,33.12111,-84.36472
298,East Coast Asphalt,1,31.22333,-82.36861
299,Noble Cleaners (Former),1,33.97028,-84.53444
300,"AAA Asphalt Products, Inc.",1,32.68222,-83.70722
301,Piedmont Paints and Primer (Former),1,34.53639,-83.30111
302,Hercules 009 Landfill - NPL Site,1,31.20944,-81.48806
303,Powersville Landfill - Former NPL Site,1,32.61,-83.79333
304,Williams-Mesena Road Landfill,1,33.45806,-82.54306
305,Baxley Creosoting Company,1,31.77472,-82.33639
306,Mt Airy Wood Preserving Company,1,34.53083,-83.47167
307,Rockbridge Square Shopping Center,1,33.84139,-84.1325
308,Travis Field/Savannah International Airport,1,32.11611,-81.19056
309,Cedartown Municipal Landfill - Former NPL Site,1,34.01472,-85.2875
310,U.S. Army - Fort Benning (FBSB-86),1,32.36389,-84.97972
311,Phibro-Tech (fka C P Chemicals),1,33.85306,-84.65056
312,York Casket Hardware (fka Piedmont Metals),1,33.96472,-84.00028
313,Parramore Fertilizer,1,31.44028,-83.5125
314,Macon Naval Ordnance Landfill (Former) - NPL Site,1,32.76917,-83.64694
315,Murrow Brothers Delinting Waste,1,33.77972,-83.425
